weight,quality,color,clarity,depth,width_rel,price,x,y,z
0.5,Good,F,VS2,63.2,56.0,1436,5.01,5.05,3.18
0.3,Ideal,D,SI1,62.0,56.0,552,4.3,4.34,2.68
0.38,Ideal,E,VS1,61.9,56.0,1069,4.67,4.63,2.88
1.01,Very Good,F,SI2,60.7,57.0,4004,6.42,6.46,3.91
1.01,Ideal,G,VS2,61.9,56.0,6439,6.41,6.45,3.98
1.39,Very Good,I,I1,62.6,57.0,3914,7.1,7.15,4.46
0.32,Very Good,I,VS1,63.2,54.0,648,4.42,4.38,2.78
0.41,Good,F,SI1,63.3,57.0,755,4.69,4.72,2.98
0.33,Premium,G,VS2,61.4,60.0,743,4.45,4.41,2.72
0.73,Ideal,G,VS1,61.5,56.0,3270,5.8,5.77,3.56
0.42,Premium,E,VS1,59.5,59.0,1181,4.88,4.86,2.9
0.42,Ideal,J,VS1,61.4,55.0,664,4.83,4.85,2.97
0.38,Ideal,D,VS1,62.3,54.0,983,4.64,4.7,2.9
0.3,Premium,F,SI1,60.9,60.0,641,4.37,4.33,2.65
1.02,Ideal,G,VS1,62.8,55.0,7574,6.45,6.41,4.04
0.53,Premium,F,SI2,60.5,60.0,1242,5.23,5.19,3.15
0.31,Ideal,D,VVS2,62.4,56.0,982,4.38,4.34,2.72
0.74,Ideal,G,SI1,62.7,56.0,2309,5.78,5.74,3.61
1.31,Ideal,I,SI2,63.6,55.0,5546,6.98,6.92,4.42
2.35,Premium,I,SI2,61.1,58.0,17294,8.63,8.56,5.25
1.51,Good,H,SI1,62.2,61.0,8854,7.25,7.32,4.53
0.35,Ideal,I,VS1,60.9,57.0,709,4.59,4.54,2.78
1.01,Very Good,H,SI2,63.5,55.0,3032,6.32,6.27,4.0
0.71,Ideal,H,SI1,62.0,57.0,2368,5.73,5.76,3.56
0.4,Ideal,F,VVS2,62.4,57.0,1088,4.69,4.73,2.94
0.33,Premium,F,VS2,61.9,57.0,854,4.44,4.42,2.74
2.32,Fair,H,I1,70.5,55.0,6860,7.93,7.9,5.58
1.52,Premium,G,VS2,62.6,55.0,12958,7.39,7.28,4.59
1.24,Premium,F,SI1,62.6,59.0,6125,6.86,6.76,4.26
0.32,Ideal,E,VS1,61.1,56.0,713,4.42,4.45,2.71
0.71,Ideal,D,SI2,60.4,56.0,2516,5.79,5.83,3.51
1.11,Ideal,D,VS2,61.2,57.0,10443,6.69,6.71,4.1
1.22,Ideal,G,VS2,59.9,56.0,8485,7.01,6.97,4.19
0.58,Premium,F,SI2,63.0,56.0,1226,5.34,5.26,3.34
1.35,Very Good,H,SI2,62.2,56.0,6088,7.02,7.06,4.38
1.11,Ideal,D,VS2,62.0,57.0,7602,6.62,6.67,4.12
1.3,Premium,I,SI1,58.1,59.0,6188,7.19,7.16,4.17
1.01,Premium,H,SI2,59.9,59.0,4242,6.51,6.48,3.89
0.43,Premium,F,VS2,61.2,59.0,968,4.87,4.84,2.97
0.71,Very Good,G,VS1,62.0,53.0,3425,5.72,5.76,3.56
0.72,Good,G,SI1,64.0,59.0,2074,5.63,5.59,3.59
1.22,Ideal,F,VS1,61.5,56.0,9756,6.89,6.84,4.22
0.75,Good,E,VS2,59.7,65.0,2717,5.85,5.8,3.48
1.08,Very Good,E,SI2,60.2,58.0,4656,6.61,6.68,4.0
1.0,Premium,E,SI1,61.9,60.0,5445,6.37,6.46,3.97
1.0,Premium,H,VS2,61.5,61.0,5000,6.45,6.4,3.95
0.31,Premium,H,IF,60.4,58.0,761,4.41,4.43,2.67
0.3,Ideal,F,IF,59.4,60.0,873,4.37,4.39,2.6
0.7,Very Good,H,VS1,62.2,57.0,2145,5.67,5.72,3.54
0.51,Ideal,D,VVS2,61.3,57.0,2718,5.14,5.17,3.16
0.3,Ideal,D,VS1,62.0,57.0,720,4.27,4.31,2.66
0.56,Ideal,H,SI1,61.8,55.0,1214,5.31,5.34,3.29
0.2,Premium,E,VS2,59.7,62.0,367,3.84,3.8,2.28
0.71,Ideal,G,VS2,62.1,57.0,2587,5.71,5.63,3.52
0.43,Premium,D,SI2,62.6,58.0,919,4.82,4.79,3.01
2.01,Ideal,I,VS2,66.7,56.0,15729,7.75,7.65,5.14
0.72,Ideal,E,SI1,60.8,55.0,2869,5.77,5.84,3.53
0.92,Premium,H,SI1,62.0,60.0,3618,6.21,6.27,3.87
1.04,Premium,D,VS2,62.0,60.0,6814,6.49,6.45,4.01
1.0,Very Good,H,SI1,62.8,56.0,4830,6.33,6.37,3.99
0.77,Premium,D,VS2,61.8,58.0,3291,5.84,5.81,3.6
0.41,Ideal,F,VS1,62.0,55.0,1007,4.77,4.81,2.97
0.7,Very Good,E,VS1,63.4,56.0,3107,5.6,5.63,3.56
1.13,Premium,G,VVS1,59.3,59.0,8868,6.87,6.79,4.05
0.42,Premium,E,SI1,62.7,59.0,992,4.79,4.78,3.0
0.33,Premium,G,VVS2,61.3,59.0,722,4.42,4.45,2.72
0.59,Ideal,G,VVS2,62.2,56.0,2169,5.35,5.39,3.34
1.5,Premium,F,SI2,58.5,60.0,7644,7.52,7.48,4.39
0.7,Very Good,G,IF,63.0,59.0,3725,5.58,5.62,3.53
1.02,Ideal,G,VVS2,61.1,57.0,8042,6.51,6.48,3.97
0.7,Fair,F,I1,63.9,59.0,945,5.64,5.5,3.57
0.78,Very Good,F,SI2,62.4,59.0,2586,5.86,5.91,3.67
1.19,Premium,H,SI1,60.8,59.0,5698,6.87,6.84,4.17
0.87,Ideal,G,VS2,61.4,55.0,4553,6.15,6.17,3.78
0.3,Good,H,SI2,63.9,56.0,473,4.27,4.24,2.72
0.4,Very Good,F,SI1,63.1,58.0,882,4.69,4.66,2.95
0.32,Good,D,SI1,63.8,56.0,756,4.35,4.33,2.77
0.31,Ideal,G,VS2,62.2,56.0,698,4.34,4.31,2.69
0.75,Very Good,H,VVS1,60.6,58.0,2806,5.85,5.9,3.56
0.7,Premium,E,VS2,60.8,58.0,2697,5.74,5.7,3.48
0.71,Fair,D,VS2,55.6,73.0,2368,6.01,5.96,3.33
0.51,Ideal,I,VS2,60.5,58.0,1268,5.15,5.2,3.13
0.31,Premium,E,IF,61.0,59.0,1133,4.39,4.36,2.67
0.45,Premium,I,SI1,62.2,58.0,941,4.89,4.86,3.03
1.06,Premium,E,SI1,59.2,60.0,4078,6.64,6.6,3.92
2.0,Fair,I,SI2,67.7,57.0,10483,7.88,7.64,5.26
1.59,Very Good,J,VS1,60.7,59.0,8515,7.49,7.54,4.56
0.91,Very Good,E,SI1,58.8,59.0,4191,6.34,6.39,3.74
0.62,Premium,G,VS2,60.2,60.0,1841,5.58,5.52,3.34
0.7,Very Good,D,VS2,60.6,60.0,3668,5.71,5.75,3.47
0.47,Ideal,H,SI2,62.4,53.0,782,4.98,5.02,3.12
0.42,Ideal,G,VVS1,61.6,55.0,1235,4.87,4.81,2.98
1.03,Ideal,G,SI1,62.2,59.0,5684,6.41,6.45,4.0
0.4,Premium,F,VS1,62.5,57.0,1050,4.72,4.69,2.94
1.04,Premium,G,SI2,62.6,58.0,4455,6.49,6.42,4.04
0.9,Ideal,G,SI1,61.6,57.0,4001,6.17,6.24,3.82
0.9,Very Good,E,VS2,60.4,59.0,4925,6.26,6.3,3.79
0.72,Ideal,G,VVS2,61.6,55.0,3002,5.78,5.77,3.56
1.01,Premium,J,VS2,59.8,61.0,3535,6.47,6.43,3.86
1.08,Ideal,H,VS2,60.3,57.0,6411,6.67,6.7,4.03
0.79,Ideal,E,VS2,59.3,57.0,3377,6.02,6.06,3.58
1.06,Very Good,D,SI1,59.3,60.0,6062,6.64,6.71,3.96
1.19,Ideal,D,VVS2,62.0,57.0,12795,6.76,6.86,4.22
0.5,Premium,D,VS2,61.3,61.0,1980,5.1,5.04,3.11
0.4,Premium,F,SI1,62.3,57.0,945,4.74,4.67,2.93
1.04,Ideal,G,VS1,61.5,57.0,7457,6.5,6.54,4.01
1.6,Premium,G,VVS2,60.6,60.0,16215,7.57,7.51,4.57
0.34,Ideal,H,VS2,60.4,57.0,555,4.54,4.57,2.75
0.26,Ideal,E,VVS2,62.3,57.0,599,4.06,4.09,2.54
0.32,Ideal,G,VVS2,62.2,55.0,730,4.41,4.43,2.75
0.73,Ideal,F,VVS1,61.1,56.0,4171,5.83,5.86,3.57
0.71,Very Good,D,VS1,62.9,57.0,2910,5.6,5.66,3.54
1.04,Good,F,SI1,63.6,59.0,5871,6.4,6.36,4.06
0.43,Ideal,E,VVS2,60.8,57.0,1135,4.9,4.87,2.97
0.41,Very Good,E,SI2,59.5,62.0,638,4.8,4.84,2.87
0.42,Ideal,G,VVS2,61.3,56.0,1103,4.82,4.81,2.95
0.9,Good,F,SI1,63.6,59.0,3950,6.07,6.12,3.88
0.84,Good,E,SI1,61.9,61.0,3577,6.03,6.05,3.74
1.55,Premium,D,VS1,59.7,60.0,17773,7.62,7.56,4.53
1.01,Very Good,D,SI2,62.2,60.0,4588,6.4,6.43,3.99
0.3,Premium,J,VS1,61.2,61.0,506,4.33,4.3,2.64
0.23,Premium,E,VVS1,58.6,61.0,680,4.04,4.02,2.36
0.7,Good,H,I1,57.4,63.0,1255,5.89,5.8,3.36
2.09,Good,F,SI2,63.4,55.0,18472,8.11,8.18,5.16
0.71,Premium,D,SI2,61.7,59.0,2743,5.67,5.71,3.51
0.58,Premium,E,SI1,60.7,61.0,1641,5.47,5.27,3.28
0.85,Very Good,F,VS2,62.2,56.0,3705,6.01,6.08,3.76
0.7,Ideal,E,VS2,61.5,54.0,2835,5.7,5.75,3.52
0.71,Ideal,F,SI1,62.9,57.0,2381,5.71,5.65,3.57
1.07,Ideal,G,VS1,61.8,57.0,6793,6.52,6.58,4.05
1.75,Premium,D,SI2,60.6,60.0,13485,7.78,7.74,4.7
1.03,Ideal,G,VS1,60.8,57.0,7587,6.55,6.57,3.99
0.5,Fair,D,VVS2,67.6,57.0,1980,4.95,4.84,3.31
0.42,Premium,G,SI1,62.7,58.0,687,4.75,4.79,2.99
0.32,Ideal,G,VVS1,62.4,55.0,1080,4.38,4.37,2.73
0.9,Premium,E,SI1,60.3,56.0,4209,6.29,6.21,3.77
1.02,Fair,H,SI1,65.5,60.0,4758,6.29,6.22,4.1
1.58,Premium,I,VS2,59.4,61.0,8583,7.66,7.63,4.54
1.0,Very Good,D,SI1,62.3,59.0,5342,6.26,6.29,3.91
1.0,Very Good,H,SI1,62.2,59.0,4830,6.32,6.35,3.94
0.38,Ideal,E,VS1,62.7,55.0,1000,4.6,4.65,2.9
0.53,Good,D,SI2,63.9,55.0,1318,5.14,5.1,3.27
1.76,Premium,E,SI1,60.5,58.0,15805,7.93,7.84,4.77
0.9,Fair,F,VS2,58.9,67.0,3992,6.18,6.17,3.64
1.16,Premium,G,SI1,63.0,58.0,5366,6.7,6.66,4.21
2.06,Premium,G,SI2,61.7,58.0,17012,8.2,8.15,5.04
0.7,Fair,H,VS1,62.0,73.0,2100,5.65,5.54,3.47
0.4,Premium,E,VS2,60.7,60.0,975,4.75,4.7,2.87
0.41,Ideal,G,VS2,62.7,56.0,1061,4.76,4.72,2.97
0.34,Ideal,H,VS2,61.8,55.0,517,4.49,4.51,2.78
0.32,Very Good,I,VS2,61.1,57.0,449,4.39,4.42,2.69
2.31,Premium,H,SI2,59.2,61.0,13831,8.65,8.57,5.1
0.7,Ideal,D,VS2,61.4,55.0,3360,5.71,5.75,3.52
1.7,Very Good,I,VS2,63.0,58.0,10935,7.52,7.65,4.78
0.73,Very Good,F,VVS2,61.9,59.0,3442,5.72,5.84,3.58
0.42,Premium,F,SI1,60.6,58.0,966,4.89,4.81,2.94
1.0,Very Good,F,VS2,58.7,62.0,5929,6.51,6.6,3.85
1.12,Ideal,F,SI2,61.8,55.0,4140,6.69,6.66,4.13
1.51,Premium,F,SI1,60.7,58.0,11666,7.41,7.38,4.49
0.51,Ideal,F,IF,62.4,55.0,2524,5.11,5.14,3.2
0.71,Very Good,F,VS1,62.2,58.0,2807,5.66,5.72,3.54
0.52,Ideal,H,VVS1,61.7,55.0,1754,5.17,5.2,3.2
0.52,Ideal,E,SI1,61.1,57.0,1656,5.2,5.17,3.16
2.02,Ideal,I,SI2,62.6,56.0,10181,8.05,8.01,5.03
1.05,Premium,F,SI2,62.3,56.0,4363,6.55,6.51,4.07
0.79,Premium,H,SI1,60.1,60.0,2498,6.04,5.98,3.61
0.7,Premium,F,VVS1,61.9,59.0,3109,5.67,5.6,3.49
0.42,Very Good,G,SI1,62.9,54.0,737,4.79,4.81,3.02
0.54,Ideal,I,VS2,61.9,56.0,1260,5.2,5.26,3.24
1.5,Premium,F,VS1,62.2,60.0,15708,7.27,7.3,4.53
0.74,Ideal,H,VVS2,61.2,57.0,2961,5.79,5.85,3.56
1.04,Ideal,F,SI2,62.2,56.0,4797,6.45,6.48,4.02
1.15,Ideal,D,VS2,61.0,57.0,10546,6.76,6.78,4.13
0.31,Very Good,E,VS2,61.7,58.0,680,4.31,4.34,2.67
1.0,Ideal,F,SI1,62.4,55.0,4939,6.45,6.37,4.0
0.51,Very Good,E,VS1,61.0,59.0,1717,5.13,5.17,3.14
1.01,Ideal,I,VS1,62.5,59.0,5022,6.33,6.41,3.98
0.39,Good,G,VS2,60.3,60.6,743,4.7,4.71,2.84
0.5,Very Good,E,VS2,63.4,58.0,1629,5.06,5.04,3.2
1.07,Ideal,G,VS2,61.6,57.0,7577,6.55,6.61,4.05
1.31,Ideal,G,VS2,61.9,56.0,8922,7.05,7.08,4.37
1.51,Good,J,SI1,62.4,64.0,7162,7.31,7.23,4.54
1.01,Premium,G,VVS2,61.9,60.0,6470,6.45,6.41,3.98
0.44,Ideal,F,VVS2,60.9,55.0,1253,4.96,4.92,3.01
0.64,Premium,E,VVS2,62.1,58.0,2870,5.56,5.51,3.44
0.53,Good,E,SI1,64.1,54.0,1332,5.11,5.16,3.29
1.62,Premium,D,SI2,61.2,61.0,9199,7.6,7.53,4.63
0.7,Ideal,I,SI1,62.6,54.0,2287,5.63,5.71,3.55
0.44,Good,E,VS2,59.0,64.0,1001,5.01,4.94,2.93
0.32,Good,I,VS1,63.1,56.0,505,4.38,4.4,2.77
1.21,Very Good,I,SI1,61.2,62.0,5190,6.81,6.84,4.18
1.03,Ideal,F,VS2,61.2,54.0,6922,6.56,6.51,4.0
1.01,Very Good,E,VS1,57.7,62.0,8668,6.57,6.63,3.81
1.05,Ideal,G,SI2,59.6,57.0,3299,6.58,6.53,3.91
0.7,Very Good,E,VS1,62.2,57.0,3063,5.63,5.68,3.52
0.72,Ideal,I,VS2,62.2,56.0,2511,5.69,5.75,3.56
1.03,Ideal,D,SI1,61.0,57.0,5804,6.48,6.53,3.97
0.43,Good,F,SI1,63.8,57.0,739,4.8,4.82,3.07
1.11,Good,I,VS2,63.6,58.0,5054,6.57,6.52,4.16
0.31,Ideal,G,VS2,61.4,57.0,544,4.33,4.37,2.67
0.31,Ideal,D,SI1,61.7,56.0,541,4.35,4.37,2.69
2.14,Premium,I,VS2,62.3,58.0,17416,8.22,8.16,5.1
0.4,Premium,E,SI2,62.9,59.0,855,4.69,4.66,2.94
0.3,Ideal,E,VVS1,60.5,57.0,956,4.39,4.34,2.64
0.3,Ideal,F,VS2,62.0,55.0,605,4.31,4.33,2.68
1.5,Premium,F,SI2,60.8,59.0,9408,7.36,7.3,4.46
0.7,Premium,G,VS1,62.6,55.0,2838,5.73,5.64,3.56
0.41,Ideal,I,VS2,61.4,54.0,625,4.81,4.83,2.96
0.67,Premium,H,VVS2,60.6,61.0,2171,5.65,5.61,3.41
1.09,Very Good,G,SI2,62.1,57.0,4591,6.58,6.63,4.1
0.7,Very Good,G,SI1,64.3,56.0,2517,5.56,5.58,3.58
1.51,Very Good,J,SI2,63.2,58.0,6171,7.28,7.25,4.59
0.5,Premium,I,VVS1,62.8,61.0,1556,5.05,4.98,3.15
0.31,Premium,G,SI2,60.3,59.0,523,4.37,4.35,2.63
1.99,Good,J,VS2,62.9,61.0,13338,7.91,8.06,4.99
1.52,Premium,D,SI2,59.2,62.0,10291,7.51,7.46,4.43
0.25,Very Good,E,VVS2,61.9,59.0,575,3.99,4.02,2.48
0.36,Ideal,F,IF,61.7,55.0,1210,4.58,4.62,2.84
0.31,Premium,H,VVS2,61.4,59.0,625,4.35,4.38,2.68
2.21,Ideal,D,SI2,62.0,57.0,16558,8.36,8.31,5.18
1.14,Premium,H,VS1,62.0,62.0,5809,6.74,6.65,4.15
0.41,Ideal,E,VS1,61.4,57.0,1153,4.82,4.79,2.95
0.51,Ideal,D,VS2,61.2,55.0,1882,5.18,5.16,3.16
0.48,Ideal,J,VS1,62.2,54.0,861,5.01,5.06,3.13
0.42,Ideal,E,VS2,60.9,57.0,902,4.85,4.87,2.96
1.01,Premium,D,SI1,62.3,60.0,5939,6.4,6.35,3.97
0.3,Premium,H,VS1,60.4,61.0,675,4.34,4.3,2.61
0.38,Ideal,H,VS2,61.9,56.0,680,4.63,4.68,2.88
0.31,Premium,G,VS2,61.7,59.0,544,4.31,4.34,2.67
0.91,Very Good,I,SI2,63.4,58.0,3006,6.08,6.12,3.87
0.25,Very Good,D,VS1,63.0,59.0,436,3.97,4.0,2.51
0.4,Premium,H,VS1,62.7,58.5,793,4.7,4.74,2.96
0.57,Ideal,E,VS1,61.4,57.0,1965,5.32,5.37,3.28
0.3,Premium,E,IF,61.0,59.0,1026,4.29,4.33,2.63
0.26,Premium,E,VVS2,60.8,61.0,724,4.13,4.12,2.51
0.72,Ideal,E,SI1,62.3,57.0,2857,5.76,5.7,3.57
1.73,Premium,F,SI2,61.5,60.0,9494,7.75,7.66,4.74
0.3,Ideal,J,VS1,62.0,57.0,411,4.28,4.3,2.66
0.24,Premium,E,VVS1,60.7,58.0,553,4.01,4.03,2.44
0.3,Premium,D,IF,62.1,59.0,1208,4.29,4.27,2.66
0.31,Ideal,E,VS2,61.8,54.0,680,4.36,4.41,2.71
0.35,Premium,J,VS1,62.4,58.0,949,5.67,5.64,3.53
1.0,Premium,F,SI1,62.7,59.0,5197,6.36,6.4,4.0
0.44,Premium,E,SI1,62.3,59.0,810,4.84,4.88,3.03
0.5,Fair,F,SI1,65.1,59.0,994,5.01,4.92,3.23
1.5,Premium,G,VS1,60.8,61.0,13720,7.36,7.29,4.45
0.3,Premium,I,VS1,59.8,60.0,608,4.36,4.34,2.6
0.93,Good,F,SI2,59.4,61.0,3418,6.24,6.25,3.71
0.53,Ideal,H,SI1,61.1,55.0,1245,5.24,5.28,3.21
0.52,Very Good,I,SI1,62.4,55.0,1088,5.1,5.12,3.19
0.67,Good,F,VS2,58.7,61.5,2309,5.67,5.79,3.37
0.3,Fair,E,VS1,56.3,62.0,640,4.47,4.49,2.52
2.04,Premium,I,SI1,62.2,57.0,16942,8.14,8.07,5.04
0.31,Ideal,D,SI1,62.5,53.0,684,4.37,4.34,2.72
0.71,Premium,E,SI2,60.5,59.0,2340,5.78,5.75,3.49
0.59,Very Good,F,SI1,61.7,57.0,1412,5.39,5.43,3.34
1.51,Good,I,VS1,63.6,57.0,9581,7.14,7.21,4.56
0.71,Ideal,G,VVS2,61.5,57.0,2893,5.73,5.75,3.53
1.52,Premium,F,VS2,62.2,58.0,12985,7.38,7.29,4.56
0.4,Premium,F,VS1,60.5,60.0,982,4.76,4.8,2.89
0.31,Ideal,I,VS2,62.1,53.7,447,4.37,4.4,2.72
0.33,Ideal,F,SI1,60.6,56.0,705,4.49,4.46,2.71
1.02,Ideal,E,SI1,60.4,55.0,5278,6.54,6.48,3.93
0.32,Ideal,D,VVS1,61.3,57.0,1140,4.42,4.39,2.7
0.51,Ideal,G,SI1,61.5,54.0,1175,5.17,5.21,3.19
0.41,Good,E,SI1,63.1,57.0,705,4.73,4.78,3.0
0.71,Premium,E,SI2,62.7,59.0,2343,5.7,5.66,3.56
2.05,Premium,I,VS2,62.5,59.0,15897,8.07,8.12,5.06
2.58,Premium,H,SI2,62.6,57.0,16195,8.77,8.73,5.48
1.25,Premium,J,SI2,61.5,57.0,4690,7.0,6.93,4.28
1.33,Ideal,D,VS2,62.8,56.0,11409,7.08,7.03,4.43
0.71,Ideal,J,SI1,60.7,61.0,2001,5.72,5.77,3.49
0.3,Ideal,I,SI1,61.3,56.0,394,4.32,4.33,2.65
1.12,Ideal,G,VVS2,62.5,56.0,8592,6.59,6.66,4.14
0.54,Fair,F,SI1,61.4,66.0,1114,5.24,5.18,3.2
0.78,Ideal,D,VS2,61.9,56.0,3763,5.88,5.94,3.66
0.34,Good,I,VVS2,63.1,56.0,596,4.43,4.47,2.81
0.9,Premium,I,VS2,61.6,58.0,3478,6.15,6.09,3.77
2.28,Premium,J,VS2,62.4,58.0,16369,8.45,8.35,5.24
1.16,Premium,F,SI2,62.1,59.0,5164,6.76,6.71,4.18
0.72,Ideal,D,SI1,61.6,55.0,2731,5.75,5.8,3.56
0.4,Premium,F,VVS2,60.8,59.0,1163,4.73,4.71,2.87
0.3,Ideal,E,IF,61.1,57.0,957,4.31,4.33,2.64
0.34,Premium,F,VS2,60.7,60.0,880,4.5,4.46,2.72
0.42,Premium,G,VVS1,62.7,58.0,1179,4.74,4.79,2.99
0.9,Very Good,H,VS2,61.8,56.0,4155,6.18,6.25,3.84
0.77,Good,G,SI2,63.9,59.0,2550,5.84,5.78,3.71
1.09,Ideal,H,SI1,62.5,56.0,5125,6.53,6.58,4.1
1.01,Premium,H,SI1,62.3,58.0,4513,6.42,6.35,3.98
1.53,Ideal,H,SI1,62.3,57.0,10153,7.41,7.36,4.6
0.31,Good,G,SI1,63.1,59.0,462,4.29,4.33,2.72
0.93,Good,G,VS1,63.8,59.0,4503,6.15,6.21,3.94
0.76,Ideal,E,SI1,62.5,57.0,3033,5.8,5.82,3.63
2.06,Ideal,I,VS2,59.2,57.0,15691,8.39,8.29,4.94
0.32,Ideal,E,VVS1,61.9,55.0,1020,4.41,4.38,2.72
0.3,Good,J,VVS2,57.4,61.0,483,4.41,4.44,2.54
1.0,Good,F,SI1,63.8,58.0,4586,6.28,6.22,3.99
0.28,Ideal,I,VS1,61.8,55.0,448,4.2,4.25,2.61
1.04,Ideal,G,VS2,62.8,56.0,6542,6.48,6.42,4.05
0.35,Premium,E,VS1,62.3,60.0,1063,4.52,4.5,2.81
0.31,Very Good,F,VS2,62.7,57.0,625,4.3,4.34,2.71
1.02,Very Good,F,VS2,63.2,57.0,6659,6.34,6.41,4.03
0.59,Ideal,F,VVS2,62.1,57.0,2551,5.37,5.38,3.34
0.53,Premium,E,VS1,58.5,61.0,1950,5.39,5.28,3.12
0.31,Ideal,F,VVS1,61.0,57.0,884,4.38,4.39,2.67
0.36,Very Good,F,VS2,63.1,57.0,708,4.53,4.51,2.85
0.9,Very Good,F,SI1,63.4,62.0,3992,6.05,6.0,3.82
0.32,Very Good,J,VS2,60.0,61.0,393,4.45,4.49,2.68
0.5,Premium,D,SI2,62.9,58.0,997,5.06,5.01,3.17
0.41,Ideal,F,VS2,62.6,57.0,1107,4.79,4.76,2.99
0.44,Premium,F,VS2,61.1,62.0,1018,4.98,4.92,3.03
1.51,Very Good,E,SI1,61.8,57.0,9474,7.36,7.43,4.57
2.07,Fair,G,I1,67.7,56.0,6503,7.76,7.73,5.25
0.77,Good,I,SI1,62.3,55.0,2264,5.88,5.93,3.68
0.7,Ideal,F,VS1,62.2,56.0,2792,5.73,5.68,3.55
0.56,Ideal,F,VS2,60.8,57.0,1619,5.35,5.42,3.28
0.38,Ideal,F,IF,62.2,55.0,1333,4.64,4.66,2.89
0.24,Very Good,E,VVS2,62.2,60.0,485,3.97,4.01,2.48
0.32,Very Good,I,IF,61.9,59.0,673,4.37,4.39,2.71
1.01,Very Good,F,VS2,63.3,57.0,6533,6.41,6.33,4.03
0.94,Very Good,G,SI2,62.3,59.0,3351,6.2,6.26,3.88
1.52,Very Good,D,SI2,58.6,59.0,9817,7.43,7.48,4.37
1.04,Premium,G,SI1,60.3,58.0,3780,6.6,6.55,3.96
0.5,Very Good,F,VS1,62.6,59.0,1738,5.03,5.06,3.16
0.5,Ideal,F,SI1,61.0,56.0,1286,5.15,5.17,3.15
0.92,Ideal,H,VS2,60.8,58.0,4639,6.27,6.32,3.83
0.4,Very Good,F,VVS2,60.5,57.0,982,4.76,4.79,2.89
0.7,Ideal,G,VS1,62.2,55.0,2475,5.69,5.72,3.55
0.31,Ideal,D,VVS2,60.9,57.0,777,4.38,4.42,2.68
2.31,Very Good,J,VS2,59.7,60.0,14830,8.53,8.59,5.11
0.31,Premium,D,SI1,62.2,52.0,732,4.37,4.34,2.71
1.01,Very Good,I,SI1,62.9,58.0,4166,6.34,6.37,4.0
0.32,Premium,D,VS2,58.8,59.0,829,4.52,4.49,2.65
0.41,Ideal,D,VS2,62.4,54.0,1007,4.74,4.78,2.97
0.52,Premium,D,SI1,58.7,58.0,1720,5.32,5.28,3.11
0.38,Ideal,E,VVS2,59.9,61.0,1008,4.71,4.74,2.83
0.32,Ideal,D,VS2,61.1,56.0,758,4.39,4.41,2.69
0.41,Premium,E,VS2,59.8,60.0,999,4.87,4.83,2.9
0.9,Very Good,G,SI2,62.4,55.0,3539,6.13,6.17,3.84
1.52,Ideal,I,SI2,61.7,57.0,7582,7.38,7.41,4.56
0.57,Ideal,G,SI1,62.0,55.0,1662,5.35,5.32,3.31
0.51,Ideal,H,SI1,62.1,54.0,1161,5.13,5.15,3.19
0.9,Ideal,H,VS1,62.2,56.0,5222,6.16,6.18,3.84
1.02,Premium,H,SI1,62.0,60.0,4884,6.4,6.37,3.96
0.73,Ideal,F,VS1,62.6,56.0,3211,5.73,5.71,3.58
0.57,Ideal,F,VS2,62.3,55.0,1760,5.36,5.3,3.32
1.0,Good,E,SI2,64.3,58.0,3450,6.18,6.11,3.95
0.84,Fair,G,SI1,55.1,67.0,2782,6.39,6.2,3.47
0.9,Good,F,SI1,62.4,55.0,3898,6.17,6.21,3.86
0.63,Ideal,G,SI1,61.7,54.0,1628,5.52,5.56,3.42
0.7,Premium,H,VS2,61.0,59.0,2251,5.72,5.65,3.47
0.34,Very Good,D,SI1,60.2,60.0,626,4.5,4.54,2.72
0.7,Fair,F,SI2,64.8,57.0,1792,5.65,5.59,3.64
0.54,Ideal,D,VS2,61.1,56.0,1672,5.23,5.27,3.21
0.37,Very Good,E,VVS2,59.7,61.0,844,4.67,4.71,2.8
0.9,Fair,G,SI1,65.4,57.0,3145,6.04,5.95,3.92
1.14,Very Good,D,VS2,58.7,60.0,7928,6.82,6.88,4.02
0.51,Very Good,E,VVS2,60.0,58.0,2062,5.19,5.21,3.12
1.14,Very Good,J,VS1,61.5,59.0,4905,6.64,6.75,4.11
1.03,Fair,G,SI2,65.7,59.0,2942,6.3,6.24,4.12
0.37,Premium,D,SI1,61.9,59.0,681,4.62,4.65,2.87
0.56,Very Good,I,VVS1,62.4,56.0,1580,5.24,5.28,3.28
0.5,Ideal,H,SI1,62.2,53.0,1154,5.06,5.14,3.17
0.51,Ideal,F,VVS2,61.7,56.0,2098,5.14,5.16,3.18
1.22,Premium,D,SI1,62.3,60.0,5739,6.84,6.8,4.25
0.74,Ideal,I,VS1,61.1,57.0,2947,5.83,5.86,3.57
0.55,Ideal,G,IF,60.6,56.0,2399,5.31,5.33,3.22
0.27,Ideal,F,VVS2,62.0,55.0,760,4.14,4.16,2.57
1.14,Ideal,H,VS2,61.1,57.0,7409,6.71,6.78,4.12
1.31,Premium,H,SI2,61.7,59.0,4548,7.03,6.98,4.32
0.41,Premium,F,VVS1,61.3,59.0,1295,4.73,4.79,2.92
0.25,Premium,F,IF,61.1,58.0,576,4.08,4.1,2.5
0.36,Ideal,G,VVS1,62.1,56.0,884,4.58,4.6,2.85
0.31,Premium,G,VS2,61.7,58.0,698,4.34,4.32,2.67
